"","date_local","aluminum_pm2_5_lc_88104","arsenic_pm2_5_lc_88103","barium_pm2_5_lc_88107","bromine_pm2_5_lc_88109","cadmium_pm2_5_lc_88110","calcium_pm2_5_lc_88111","chromium_pm2_5_lc_88112","copper_pm2_5_lc_88114","iron_pm2_5_lc_88126","lead_pm2_5_lc_88128","magnesium_pm2_5_lc_88140","manganese_pm2_5_lc_88132","nickel_pm2_5_lc_88136","selenium_pm2_5_lc_88154","silicon_pm2_5_lc_88165","sulfate_pm2_5_lc_88403","sulfur_pm2_5_lc_88169","titanium_pm2_5_lc_88161","total_nitrate_pm2_5_lc_88306","vanadium_pm2_5_lc_88164","zinc_pm2_5_lc_88167"
"1",2002-08-15,0.0189,0.000633333333333333,0.046,0.00386,0.001,0.0742,0.002,0.00169333333333333,0.127633333333333,0.0033,0.00936666666666667,0.00167,0.0117466666666667,0.000693333333333333,0.0936333333333333,3.69,1.37333333333333,0.0086,0.818666666666667,0.00896,0.01322
"2",2002-08-18,0.00723333333333333,0.00100333333333333,0.00693333333333333,0.00467333333333333,0.00133333333333333,0.0454,0.00126666666666667,0.00345666666666667,0.138333333333333,0.00763333333333333,0,0.00373,0.011,0.00332,0.143,11.1,3.97666666666667,0.00554,1.87,0.0091,0.0291333333333333
"3",2002-08-21,0.00816666666666667,0.00025,0.00596666666666667,0.00182,0.001,0.0348,0.00147333333333333,0.00235,0.0985333333333333,0.00293333333333333,0.0126333333333333,0.00212666666666667,0.0111633333333333,0.00092,0.229033333333333,2.24666666666667,0.908333333333333,0.00413333333333333,0.406333333333333,0.00296,0.01251
"4",2002-08-24,0.0460666666666667,6e-04,0.0130666666666667,0.00307666666666667,0.00266666666666667,0.0325,0.00146666666666667,0.00793333333333333,0.0730333333333333,0.003,0.0103333333333333,0.000333333333333333,0.00469,0,0.0428666666666667,2.10333333333333,0.856666666666667,0.00166666666666667,1.34666666666667,0.003,0.0103
"5",2002-08-27,0.0101333333333333,0.00109,0.0091,0.00268,0.00443333333333333,0.0530666666666667,0.00114333333333333,0.00395333333333333,0.169666666666667,0.00473666666666667,0.001,0.00291,0.0102333333333333,0.00125,0.112233333333333,3.34,1.30666666666667,0.00554,1.73666666666667,0.00524666666666667,0.0238333333333333
"6",2002-09-26,0.0123333333333333,8e-04,0.0326666666666667,0.00483333333333333,0.000333333333333333,0.0314666666666667,0.001,0.00158333333333333,0.0988,0.00343333333333333,0.00933333333333333,0.00358,0.00668333333333333,0.000333333333333333,0.0473666666666667,1.6,0.534333333333333,0.00393333333333333,0.837666666666667,0.00308666666666667,0.0151633333333333
"7",2002-09-29,0.00166666666666667,4e-04,0.0223333333333333,0.00252333333333333,0.000666666666666667,0.0225,0.000333333333333333,0.0101533333333333,0.0673666666666667,0.00133333333333333,0.002,0.00143333333333333,0.00523,0.000666666666666667,0.03,1.72666666666667,0.598,0.00583333333333333,0.812,0.00286333333333333,0.0112
"8",2002-10-02,0,0.00244,0.0169,0.00712333333333333,0.00133333333333333,0.0757333333333333,0.00194666666666667,0.00693,0.188666666666667,0.00676666666666667,0,0.0043,0.0129,0.00603333333333333,0.1245,14.8666666666667,4.32333333333333,0.0083,5.75,0.0151,0.0351
"9",2002-10-11,0,0,0.0123,0.00193666666666667,0.00166666666666667,0.0304333333333333,0.00193333333333333,0.00726666666666667,0.0909333333333333,0.0129,0,0,0.00609333333333333,0.001,0.0556333333333333,1.13366666666667,0.412666666666667,0.00333333333333333,0.539333333333333,0.00113333333333333,0.0254333333333333
"10",2002-10-14,0.00666666666666667,0.001,0.0128666666666667,0.000673333333333333,0.0014,0.0234666666666667,0.000666666666666667,0.00278666666666667,0.0828333333333333,0.0022,0.0162,0.0017,0.00549333333333333,0.000333333333333333,0.0385666666666667,1.12333333333333,0.427666666666667,0.00376666666666667,0.302,0.00187,0.00993333333333333
